# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 4.341453600008313,6.60160956111386,1.9132633335943379,-54.301309042137866,-0.637143376954805,-3.000000000000027,-5.013124936355038,0.0,182.85331462798413,0.0
 4.349673926691886,6.598381540578396,1.9175158154173357,-52.79819506072177,-0.6618043570055228,-3.0000000000000133,-4.4386530812376535,0.0,168.15282749517448,0.0
 4.357910394548031,6.594918331529104,1.9218561544420885,-51.41320970213778,-0.6865137605739591,-2.999999999999973,-3.9450867895745434,0.0,155.02953404573637,0.0
 4.3661635334807976,6.591221014051004,1.9262833901644143,-50.1337294189763,-0.7112731773722575,-2.9999999999999596,-3.51968542263881,0.0,143.3006230105072,0.0
 4.374433338966135,6.587290668229121,1.930796562080132,-48.94866114075173,-0.7360825938282696,-2.9999999999999867,-3.1518047356894465,0.0,132.80144649907578,0.0
 4.382719421293638,6.583128374148478,1.93539470968506,-47.8482574218489,-0.7609408408107784,-2.9999999999999596,-2.832568584876216,0.0,123.38561063763896,0.0
 4.391021117396924,6.5787352118941005,1.9400768724750168,-46.82394757881688,-0.7858459291206359,-3.0000000000000133,-2.5545780810885246,0.0,114.92404503011173,0.0
 4.399337574695198,6.574112261551008,1.944842089945821,-45.868186665779,-0.810795301015459,-3.0000000000000133,-2.311661473433653,0.0,107.30356835239795,0.0
 4.407667813912907,6.569260603204227,1.9496894015932913,-44.974322272489765,-0.8357860186685852,-3.0,-2.0986630653395455,0.0,100.42526099218628,0.0
 4.416010776057687,6.564181316938779,1.954617846913246,-44.13647812165226,-0.860814905102926,-2.9999999999999734,-1.911267202939895,0.0,94.20282414710096,0.0
 4.42436535742752,6.558875482839689,1.9596264654015036,-43.34945296204723,-0.8858786492124253,-2.9999999999999867,-1.7458526296171124,0.0,88.5610233047211,0.0
 4.432730435552798,6.553344180991978,1.964714296553883,-42.60863308324872,-0.9109738835882576,-2.99999999999996,-1.5993725255443136,0.0,83.43426381752583,0.0
 4.441104888263259,6.5475884914806715,1.9698803798662023,-41.90991678647673,-0.93609724171964,-3.0000000000000133,-1.4692559558103775,0.0,78.76531677335215,0.0
 4.449487607536408,6.541609494390792,1.9751237548342804,-41.249649247505005,-0.9612453995390897,-3.0000000000000266,-1.353326990150908,0.0,74.50419619292182,0.0
 4.457877509384559,6.535408269807362,1.9804434609539356,-40.624566354171,-0.9864151050835428,-3.0,-1.2497383226580172,0.0,70.60717948917635,0.0
 4.466273540737255,6.528985897815406,1.9858385377209866,-40.03174626145446,-1.0116031991416303,-3.0,-1.1569167455142875,0.0,67.03595861395215,0.0
